"geo_fips" "geo_name" "geo_level" "state_fips" "state_abbr" "state_name"
"370" "1751622" "Naperville" "city" "17" "IL" "Illinois"
"371" "1753234" "Normal" "city" "17" "IL" "Illinois"
"372" "1754820" "Oak Lawn" "city" "17" "IL" "Illinois"
"373" "1754885" "Oak Park" "city" "17" "IL" "Illinois"
"374" "1756640" "Orland Park" "city" "17" "IL" "Illinois"
"375" "1757225" "Palatine" "city" "17" "IL" "Illinois"
"376" "1759000" "Peoria" "city" "17" "IL" "Illinois"
"377" "1765000" "Rockford" "city" "17" "IL" "Illinois"
"378" "1768003" "Schaumburg" "city" "17" "IL" "Illinois"
"379" "1770122" "Skokie" "city" "17" "IL" "Illinois"
"380" "1772000" "Springfield" "city" "17" "IL" "Illinois"
"381" "1775484" "Tinley Park" "city" "17" "IL" "Illinois"
"382" "1779293" "Waukegan" "city" "17" "IL" "Illinois"
"383" "1781048" "Wheaton" "city" "17" "IL" "Illinois"
"384" "1801468" "Anderson" "city" "18" "IN" "Indiana"
"385" "1805860" "Bloomington" "city" "18" "IN" "Indiana"
"386" "1810342" "Carmel" "city" "18" "IN" "Indiana"
"387" "1814734" "Columbus" "city" "18" "IN" "Indiana"
"388" "1820728" "Elkhart" "city" "18" "IN" "Indiana"
"389" "1822000" "Evansville" "city" "18" "IN" "Indiana"
"390" "1823278" "Fishers" "city" "18" "IN" "Indiana"
"391" "1825000" "Fort Wayne" "city" "18" "IN" "Indiana"
"392" "1827000" "Gary" "city" "18" "IN" "Indiana"
"393" "1829898" "Greenwood" "city" "18" "IN" "Indiana"
"394" "1831000" "Hammond" "city" "18" "IN" "Indiana"
"395" "1836003" "Indianapolis" "city" "18" "IN" "Indiana"
"396" "1840392" "Kokomo" "city" "18" "IN" "Indiana"
"397" "1840788" "Lafayette" "city" "18" "IN" "Indiana"
"398" "1843434" "Liberty" "city" "18" "IN" "Indiana"
"399" "1849932" "Mishawaka" "city" "18" "IN" "Indiana"
"400" "1851876" "Muncie" "city" "18" "IN" "Indiana"
"401" "1854180" "Noblesville" "city" "18" "IN" "Indiana"
"402" "1864260" "Richmond" "city" "18" "IN" "Indiana"
"403" "1871000" "South Bend" "city" "18" "IN" "Indiana"
"404" "1875428" "Terre Haute" "city" "18" "IN" "Indiana"
"405" "1886372" "Zionsville" "city" "18" "IN" "Indiana"
"406" "1901855" "Ames" "city" "19" "IA" "Iowa"
"407" "1902305" "Ankeny" "city" "19" "IA" "Iowa"
"408" "1912000" "Cedar Rapids" "city" "19" "IA" "Iowa"
"409" "1916860" "Council Bluffs" "city" "19" "IA" "Iowa"
"410" "1919000" "Davenport" "city" "19" "IA" "Iowa"
"411" "1921000" "Des Moines" "city" "19" "IA" "Iowa"
"412" "1922395" "Dubuque" "city" "19" "IA" "Iowa"
"413" "1938595" "Iowa City" "city" "19" "IA" "Iowa"
"414" "1950160" "Mason City" "city" "19" "IA" "Iowa"
"415" "1973335" "Sioux City" "city" "19" "IA" "Iowa"
"416" "1982425" "Waterloo" "city" "19" "IA" "Iowa"
"417" "1983910" "West Des Moines" "city" "19" "IA" "Iowa"
"418" "2036000" "Kansas City" "city" "20" "KS" "Kansas"
"419" "2038900" "Lawrence" "city" "20" "KS" "Kansas"
"420" "2039350" "Lenexa" "city" "20" "KS" "Kansas"
"421" "2044250" "Manhattan" "city" "20" "KS" "Kansas"
"422" "2052575" "Olathe" "city" "20" "KS" "Kansas"
"423" "2053775" "Overland Park" "city" "20" "KS" "Kansas"
"424" "2064500" "Shawnee" "city" "20" "KS" "Kansas"
"425" "2071000" "Topeka" "city" "20" "KS" "Kansas"
"426" "2079000" "Wichita" "city" "20" "KS" "Kansas"
"427" "2108902" "Bowling Green" "city" "21" "KY" "Kentucky"
"428" "2146027" "Lexington" "city" "21" "KY" "Kentucky"
"429" "2148006" "Louisville" "city" "21" "KY" "Kentucky"
"430" "2158620" "Owensboro" "city" "21" "KY" "Kentucky"
"431" "2205000" "Baton Rouge" "city" "22" "LA" "Louisiana"
"432" "2208920" "Bossier City" "city" "22" "LA" "Louisiana"
"433" "2239475" "Kenner" "city" "22" "LA" "Louisiana"
"434" "2240735" "Lafayette" "city" "22" "LA" "Louisiana"
"435" "2241155" "Lake Charles" "city" "22" "LA" "Louisiana"
"436" "2255000" "New Orleans" "city" "22" "LA" "Louisiana"
"437" "2270000" "Shreveport" "city" "22" "LA" "Louisiana"
"438" "2323200" "Ellsworth" "city" "23" "ME" "Maine"
"439" "2360545" "Portland" "city" "23" "ME" "Maine"
"440" "2404000" "Baltimore" "city" "24" "MD" "Maryland"
"441" "2408775" "Bowie" "city" "24" "MD" "Maryland"
"442" "2430325" "Frederick" "city" "24" "MD" "Maryland"
"443" "2431175" "Gaithersburg" "city" "24" "MD" "Maryland"
"444" "2467675" "Rockville" "city" "24" "MD" "Maryland"
"445" "2507000" "Boston" "city" "25" "MA" "Massachusetts"
"446" "2509000" "Brockton" "city" "25" "MA" "Massachusetts"
"447" "2511000" "Cambridge" "city" "25" "MA" "Massachusetts"
"448" "2513660" "Chicopee" "city" "25" "MA" "Massachusetts"
"449" "2523000" "Fall River" "city" "25" "MA" "Massachusetts"
